LAMMPS data file

6000 atoms
4 atom types

-10 10 xlo xhi
-10 10 ylo yhi
-15 15 zlo zhi

Atoms # charge: id type q x y z

1	2	-1	-3.97302	4.70363	-4.30006
2	1	1	4.10939	8.90485	-2.47618
3	4	1	-2.39629	0.67850	8.00644
4	4	1	1.80396	-1.62955	6.07452
5	3	-1	3.29099	-7.75479	4.33410
6	3	-1	-8.95675	-6.08124	1.75244
7	1	1	0.19929	7.37915	-14.11253
8	3	-1	0.00136	8.73189	7.66556
9	4	1	-0.97354	-7.41497	3.01466
10	2	-1	2.90400	8.58373	-10.12927
11	2	-1	8.30733	9.40771	-0.12968
12	3	-1	-0.65616	9.50444	9.45556
13	2	-1	-8.09917	2.28620	-2.42571
14	4	1	-3.35893	-0.17882	1.61993
15	4	1	-1.75768	-0.91097	0.92371
16	2	-1	-3.10691	9.97557	-13.83119
17	3	-1	3.90978	2.80184	0.93898
18	3	-1	4.90004	8.47321	12.68445
19	4	1	-1.95600	9.72620	8.95631
20	1	1	6.67257	-3.35094	-0.69080
21	1	1	8.11630	7.29631	-12.48664
22	2	-1	-5.83248	-8.93125	-7.30532
23	2	-1	6.26936	1.73555	-3.28702
24	2	-1	-9.51439	-0.28710	-12.77869
25	3	-1	2.62570	8.44613	3.98253
26	2	-1	-4.04566	-1.74958	-4.04566
27	4	1	4.72323	5.61864	9.56195
28	2	-1	9.98684	-5.24621	-10.31716
29	4	1	6.04707	-4.36629	14.56370
30	4	1	8.30751	8.80323	0.33592
31	1	1	4.97012	8.46313	-13.93943
32	1	1	-8.67319	-8.38853	-4.08128
33	3	-1	-5.47971	4.97197	8.62404
34	4	1	1.50291	-3.84959	4.46724
35	1	1	-7.02934	7.79001	-3.48356
36	2	-1	8.54508	-8.93299	-9.55940
37	3	-1	1.16917	1.60664	9.89135
38	2	-1	-3.95245	-5.25031	-11.39469
39	4	1	4.70133	0.33750	1.81014
40	4	1	-5.02101	4.85262	10.38597
41	2	-1	-1.64956	-3.77597	-4.76107
42	4	1	-7.94497	-8.50834	6.08245
43	1	1	-3.84816	5.13470	-0.77019
44	1	1	-6.46378	-7.44608	-14.93819
45	1	1	9.30954	9.65252	-3.57136
46	3	-1	-7.20205	8.10304	14.96502
47	4	1	-0.63620	-1.78651	8.64266
48	4	1	0.57654	-7.93752	2.26092
49	4	1	3.26662	3.22832	7.04291
50	4	1	3.53996	1.52532	5.86453
51	2	-1	-8.64784	-3.57972	-4.56541
52	4	1	-9.59237	2.13863	12.88558
53	3	-1	-6.70859	0.02887	14.83333
54	2	-1	9.47210	-6.72448	-4.58402
55	1	1	-5.79354	-0.67282	-11.67447
56	3	-1	-0.88099	3.94499	5.32575
57	2	-1	-9.96413	7.71809	-14.67097
58	4	1	2.65535	2.32841	0.09060
59	1	1	7.95959	7.31283	-3.58687
60	3	-1	-4.44393	7.87444	12.10455
61	1	1	-5.89649	5.74872	-2.75936
62	3	-1	2.43946	-9.34551	0.06674
63	2	-1	1.56667	-0.08007	-6.28762
64	2	-1	-5.09885	5.80367	-3.87561
65	2	-1	0.30625	7.61627	-12.78402
66	2	-1	8.72464	-5.98872	-0.33738
67	3	-1	4.77480	-9.74244	2.10962
68	2	-1	5.55918	1.62050	-4.26563
69	4	1	8.43800	-8.03167	13.04207
70	3	-1	3.10731	-5.80708	12.79828
71	3	-1	2.23851	4.45227	11.58929
72	2	-1	-1.73815	-5.67366	-6.27977
73	4	1	-0.17467	6.79486	6.60261
74	3	-1	8.89499	-3.32798	14.84467
75	2	-1	-3.24592	-4.67619	-5.59313
76	4	1	1.08296	-9.86949	11.41604
77	2	-1	-1.29154	0.91256	-13.39914
78	1	1	2.96035	8.83562	-0.38156
79	2	-1	-4.55478	-5.18822	-7.04077
80	1	1	-9.13749	-2.53370	-2.45448
81	2	-1	-9.81638	2.49245	-13.67732
82	1	1	-6.32347	-9.59620	-1.33907
83	2	-1	-5.48333	-1.67454	-3.31538
84	1	1	-4.31968	6.77342	-5.66543
85	4	1	3.83964	-9.10218	12.48333
86	4	1	-9.80108	4.36805	13.93981
87	1	1	3.64562	-6.79321	-11.90233
88	4	1	-0.24457	-6.41744	10.79036
89	3	-1	-2.43907	-2.12488	0.97765
90	3	-1	-9.06934	6.53321	7.39131
91	3	-1	8.09955	-4.52434	3.86950
92	1	1	-9.90679	6.93705	-13.31055
93	1	1	-5.67294	-9.41536	-9.20456
94	2	-1	3.52411	-4.84044	-8.41200
95	4	1	-7.22468	-7.83362	9.37965
96	4	1	-9.87296	-7.85173	2.55788
97	2	-1	9.04594	2.20662	-0.91579
98	4	1	8.58818	4.10687	0.97162
99	4	1	-3.21257	7.47783	13.20929
100	4	1	-5.95161	7.32525	7.41369
101	4	1	-5.76948	9.17515	11.83565
102	3	-1	4.41430	-0.34566	3.56038
103	3	-1	-9.68240	-9.62837	11.57654
104	1	1	-7.24558	-6.79852	-3.56283
105	1	1	7.99307	3.58707	-13.41146
106	3	-1	3.66661	6.21622	2.31223
107	2	-1	-4.42802	-1.18930	-8.30903
108	3	-1	3.36255	8.79740	0.16026
109	3	-1	8.32172	5.03362	0.52259
110	4	1	8.49213	0.13017	0.61415
111	1	1	6.57413	2.74768	-3.33313
112	2	-1	4.61298	6.06671	-12.99797
113	2	-1	-9.73460	-7.96009	-3.88160
114	4	1	-2.78234	-4.35794	4.97773
115	1	1	-8.85568	-1.48440	-14.43915
116	3	-1	9.68114	-7.77349	5.92553
117	1	1	4.19209	-5.17080	-14.59910
118	1	1	8.32725	-7.87525	-2.40159
119	3	-1	8.85540	-8.01143	3.21910
120	1	1	-4.85435	-3.45326	-13.77976
121	3	-1	-0.02749	4.17380	11.56933
122	2	-1	-1.80326	-4.83359	-7.79857
123	4	1	-2.98033	-8.48185	4.93945
124	3	-1	-3.09130	-5.52781	2.06166
125	2	-1	-3.24343	-4.70051	-8.54979
126	1	1	9.30234	-1.23070	-12.84811
127	4	1	-6.09897	7.97962	14.32365
128	2	-1	3.22695	-3.66386	-7.47138
129	3	-1	-9.50467	6.54259	4.08843
130	2	-1	5.10169	-4.31120	-7.75717
131	4	1	9.14514	-6.75021	13.25551
132	1	1	-1.69480	-6.63452	-1.08916
133	1	1	-1.86797	-7.74800	-12.85829
134	2	-1	9.22103	7.19356	-11.06092
135	1	1	2.57929	-8.42632	-12.64364
136	1	1	-1.69228	-4.33858	-9.38345
137	2	-1	-4.04169	-6.85817	-11.35693
138	1	1	-0.62399	8.21296	-13.14752
139	2	-1	-3.76113	-8.23462	-12.52677
140	3	-1	5.45180	3.24596	2.21128
141	4	1	5.28736	-3.61812	12.81652
142	2	-1	-9.66457	-6.57118	-14.74624
143	2	-1	-6.62439	-5.91540	-9.24776
144	2	-1	-3.99722	4.04624	-5.38862
145	4	1	-0.14345	-1.29537	4.07799
146	1	1	1.33651	9.99579	-11.33892
147	2	-1	6.14252	-4.53518	-14.17544
148	4	1	-6.30565	0.21780	4.66790
149	3	-1	5.80831	-7.65121	5.21417
150	3	-1	9.75938	8.49695	3.54589
151	2	-1	-5.20665	5.99736	-10.51684
152	1	1	-0.69078	-6.15656	-14.66727
153	2	-1	-1.99184	6.06143	-1.73014
154	4	1	-8.58726	-2.25743	14.58783
155	2	-1	5.74505	-8.86857	-2.37079
156	3	-1	9.73522	-4.35578	9.83884
157	2	-1	-2.56370	1.30045	-4.31710
